item_id,brand,brand_type,category
43838,2635,Established,Meat
43839,56,Local,Grocery
43840,360,Established,Grocery
43841,172,Established,Grocery
43842,686,Established,Grocery
43843,2088,Established,Pharmaceutical
43844,2207,Established,Grocery
43845,989,Established,Packaged Meat
43846,1,Established,Natural Products
43847,4540,Established,Prepared Food
43848,853,Established,Grocery
43849,522,Established,Grocery
43850,1025,Established,Pharmaceutical
43851,278,Established,Grocery
43852,2969,Established,Seafood
43853,89,Established,Grocery
43854,56,Local,Grocery
43855,56,Local,Pharmaceutical
43856,1,Established,Natural Products
43857,475,Established,Pharmaceutical
43858,771,Established,Pharmaceutical
43859,172,Established,Natural Products
43860,986,Established,Pharmaceutical
43861,971,Established,Grocery
43862,4437,Established,Pharmaceutical
43863,686,Established,Pharmaceutical
43864,56,Local,Grocery
43865,119,Established,Grocery
43866,446,Established,Grocery
43867,209,Established,Grocery
43868,619,Established,Pharmaceutical
43869,1124,Established,Grocery
43870,686,Established,Pharmaceutical
43871,56,Local,Grocery
43872,714,Established,Grocery
43873,3288,Established,Prepared Food
43874,1996,Established,Grocery
43875,56,Local,Grocery
43876,498,Established,Grocery
43877,369,Established,Grocery
43878,1025,Established,Grocery
43879,1183,Established,Grocery
43880,56,Local,Grocery
43881,56,Local,Grocery
43882,867,Established,Grocery
43883,56,Local,Grocery
43884,4817,Established,Grocery
43885,959,Established,Grocery
43886,56,Local,Natural Products
43887,56,Local,Seafood
43888,989,Established,Packaged Meat
43889,1697,Established,Grocery
43890,1993,Established,Bakery
43891,2870,Established,Natural Products
43892,1487,Established,Natural Products
43893,602,Established,Natural Products
43894,676,Established,Grocery
43895,686,Established,Pharmaceutical
43896,235,Established,Grocery
43897,49,Established,Grocery
43898,968,Established,Grocery
43899,133,Established,Grocery
43900,387,Established,Grocery
43901,56,Local,Grocery
43902,56,Local,Grocery
43903,360,Established,Grocery
43904,619,Established,Pharmaceutical
43905,172,Established,Natural Products
43906,133,Established,Grocery
43907,5063,Established,Grocery
43908,4780,Established,Grocery
43909,984,Established,Packaged Meat
43910,1,Established,Natural Products
43911,2025,Established,Grocery
43912,278,Established,Grocery
43913,89,Established,Grocery
43914,1842,Established,Grocery
43915,56,Local,Packaged Meat
43916,360,Established,Grocery
43917,3765,Established,Meat
43918,602,Established,Natural Products
43919,475,Established,Grocery
43920,2025,Established,Grocery
43921,133,Established,Grocery
43922,574,Established,Bakery
43923,487,Established,Grocery
43924,602,Established,Natural Products
43925,3775,Established,Meat
43926,56,Local,Grocery
43927,56,Local,Bakery
43928,369,Established,Grocery
43929,56,Local,Natural Products
43930,56,Local,Grocery
43931,676,Established,Grocery
43932,1,Established,Natural Products
43933,56,Local,Grocery
43934,56,Local,Packaged Meat
43935,2370,Established,Pharmaceutical
43936,1229,Established,Grocery
43937,4745,Established,Grocery
43938,162,Established,Grocery
43939,487,Established,Grocery
43940,360,Established,Grocery
43941,56,Local,Grocery
43942,56,Local,Grocery
43943,360,Established,Grocery
43944,278,Established,Grocery
43945,1,Established,Natural Products
43946,989,Established,Packaged Meat
43947,757,Established,Grocery
43948,172,Established,Grocery
43949,475,Established,Grocery
43950,209,Established,Grocery
43951,1475,Established,Natural Products
43952,4817,Established,Grocery
43953,1567,Established,Pharmaceutical
43954,676,Established,Grocery
43955,461,Established,Grocery
43956,4907,Established,Natural Products
43957,686,Established,Pharmaceutical
43958,3760,Established,Meat
43959,1,Established,Natural Products
43960,56,Local,Grocery
43961,989,Established,Packaged Meat
43962,5172,Established,Grocery
43963,56,Local,Pharmaceutical
43964,619,Established,Pharmaceutical
43965,58,Established,Grocery
43966,4763,Established,Bakery
43967,133,Established,Grocery
43968,602,Established,Natural Products
43969,686,Established,Pharmaceutical
43970,56,Local,Grocery
43971,1996,Established,Grocery
43972,2127,Established,Grocery
43973,56,Local,Seafood
43974,56,Local,Bakery
43975,56,Local,Grocery
43976,334,Established,Grocery
43977,56,Local,Grocery
43978,56,Local,Grocery
43979,1124,Established,Grocery
43980,11,Local,Grocery
43981,1088,Established,Grocery
43982,360,Established,Grocery
43983,1446,Established,Grocery
43984,133,Established,Grocery
43985,56,Local,Grocery
43986,1475,Established,Natural Products
43987,902,Established,Pharmaceutical
43988,475,Established,Pharmaceutical
43989,1335,Established,Grocery
43990,946,Established,Grocery
43991,971,Established,Grocery
43992,56,Local,Grocery
43993,1954,Established,Grocery
43994,1446,Established,Grocery
43995,1,Established,Natural Products
43996,867,Established,Grocery
43997,56,Local,Grocery
43998,1683,Established,Grocery
43999,133,Established,Grocery
44000,4817,Established,Grocery
44001,686,Established,Grocery
44002,5203,Established,Grocery
44003,714,Established,Grocery
44004,1316,Established,Grocery
44005,1075,Established,Grocery
44006,686,Established,Grocery
44007,1996,Established,Grocery
44008,56,Local,Grocery
44009,141,Established,Grocery
44010,1,Established,Natural Products
44011,1,Established,Natural Products
44012,56,Local,Grocery
44013,56,Local,Pharmaceutical
44014,133,Established,Grocery
44015,771,Established,Pharmaceutical
44016,4281,Established,Pharmaceutical
44017,89,Established,Grocery
44018,1088,Established,Grocery
44019,56,Local,Grocery
44020,548,Established,Grocery
44021,1487,Established,Natural Products
44022,1737,Established,Grocery
44023,560,Established,Pharmaceutical
44024,487,Established,Grocery
44025,1025,Established,Grocery
44026,623,Established,Grocery
44027,1124,Established,Grocery
44028,278,Established,Grocery
44029,115,Established,Grocery
44030,56,Local,Pharmaceutical
44031,469,Established,Pharmaceutical
44032,487,Established,Grocery
44033,1,Established,Natural Products
44034,1501,Established,Pharmaceutical
44035,714,Established,Grocery
44036,771,Established,Pharmaceutical
44037,1088,Established,Grocery
44038,56,Local,Fuel
44039,124,Established,Grocery
44040,4991,Established,"Dairy, Juices & Snacks"
44041,446,Established,Grocery
44042,56,Local,Grocery
44043,544,Established,Grocery
44044,2703,Established,Meat
44045,56,Local,Grocery
44046,461,Established,Grocery
44047,4,Local,Meat
44048,1,Established,Natural Products
44049,56,Local,Grocery
44050,387,Established,Grocery
44051,1088,Established,Grocery
44052,771,Established,Pharmaceutical
44053,491,Established,"Dairy, Juices & Snacks"
44054,757,Established,Grocery
44055,967,Established,Grocery
44056,1124,Established,Grocery
44057,946,Established,Grocery
44058,56,Local,Grocery
44059,533,Established,Grocery
44060,2529,Established,Meat
44061,602,Established,Natural Products
44062,1124,Established,Grocery
44063,89,Established,Grocery
44064,56,Local,Bakery
44065,56,Local,Grocery
44066,56,Local,Grocery
44067,209,Established,Grocery
44068,56,Local,Grocery
44069,56,Local,Grocery
44070,681,Established,Grocery
44071,56,Local,Grocery
44072,989,Established,Packaged Meat
44073,746,Established,Grocery
44074,501,Established,Grocery
44075,1,Established,Natural Products
44076,1475,Established,Natural Products
44077,714,Established,Grocery
44078,89,Established,Grocery
44079,56,Local,Grocery
44080,925,Established,Grocery
44081,1144,Established,Pharmaceutical
44082,56,Local,Grocery
44083,1,Established,Natural Products
44084,56,Local,Grocery
44085,162,Established,Grocery
44086,524,Established,Grocery
44087,1557,Established,Grocery
44088,1235,Established,Grocery
44089,89,Established,Grocery
44090,686,Established,Grocery
44091,1033,Established,Grocery
44092,487,Established,Grocery
44093,56,Local,Grocery
44094,56,Local,Grocery
44095,56,Local,Grocery
44096,1088,Established,Grocery
44097,1,Established,Pharmaceutical
44098,56,Local,Grocery
44099,206,Established,Grocery
44100,56,Local,Grocery
44101,1,Established,Natural Products
44102,168,Established,"Dairy, Juices & Snacks"
44103,501,Established,Grocery
44104,56,Local,Grocery
44105,487,Established,Grocery
44106,989,Established,Packaged Meat
44107,56,Local,Grocery
44108,278,Established,Grocery
44109,771,Established,Pharmaceutical
44110,1486,Established,Grocery
44111,487,Established,Grocery
44112,1475,Established,Natural Products
44113,4189,Established,Meat
44114,334,Established,Grocery
44115,56,Local,Grocery
44116,56,Local,Grocery
44117,2916,Established,Seafood
44118,189,Established,Pharmaceutical
44119,369,Established,Grocery
44120,172,Established,Grocery
44121,56,Local,Grocery
44122,1615,Established,Grocery
44123,56,Local,Grocery
44124,5154,Established,"Dairy, Juices & Snacks"
44125,1600,Established,Grocery
44126,49,Established,Grocery
44127,714,Established,Grocery
44128,1124,Established,Grocery
44129,689,Established,Grocery
44130,56,Local,Grocery
44131,1,Established,Natural Products
44132,939,Established,Grocery
44133,487,Established,Grocery
44134,1303,Established,Grocery
44135,4991,Established,"Dairy, Juices & Snacks"
44136,1,Established,Pharmaceutical
44137,56,Local,Grocery
44138,2020,Established,Packaged Meat
44139,56,Local,Grocery
44140,743,Established,Grocery
44141,56,Local,Grocery
44142,946,Established,Grocery
44143,771,Established,Grocery
44144,1124,Established,Grocery
44145,89,Established,Grocery
44146,4542,Established,Pharmaceutical
44147,56,Local,Grocery
44148,487,Established,Grocery
44149,1124,Established,Grocery
44150,4808,Established,Bakery
44151,56,Local,Grocery
44152,1124,Established,Grocery
44153,5154,Established,"Dairy, Juices & Snacks"
44154,1054,Established,Grocery
44155,56,Local,Grocery
44156,172,Established,Grocery
44157,107,Established,Grocery
44158,56,Local,Grocery
44159,1183,Established,Grocery
44160,2025,Established,Grocery
44161,1535,Established,Grocery
44162,602,Established,Natural Products
44163,905,Established,Grocery
44164,989,Established,Packaged Meat
44165,686,Established,Grocery
44166,771,Established,Pharmaceutical
44167,387,Established,Grocery
44168,946,Established,Grocery
44169,708,Established,Natural Products
44170,1592,Established,Grocery
44171,524,Established,Grocery
44172,56,Local,Grocery
44173,1520,Established,Grocery
44174,56,Local,Grocery
44175,487,Established,Grocery
44176,56,Local,Grocery
44177,584,Established,Grocery
44178,4700,Established,Grocery
44179,4991,Established,"Dairy, Juices & Snacks"
44180,56,Local,Grocery
44181,56,Local,Grocery
44182,714,Established,Grocery
44183,522,Established,Grocery
44184,446,Established,Grocery
44185,946,Established,Grocery
44186,56,Local,Natural Products
44187,2204,Established,Grocery
44188,56,Local,Grocery
44189,56,Local,Grocery
44190,1,Established,Natural Products
44191,5154,Established,"Dairy, Juices & Snacks"
44192,124,Established,Grocery
44193,1592,Established,Grocery
44194,56,Local,Grocery
44195,689,Established,Grocery
44196,56,Local,Grocery
44197,56,Local,Grocery
44198,4991,Established,"Dairy, Juices & Snacks"
44199,4795,Established,Natural Products
44200,56,Local,Grocery
44201,1536,Established,Pharmaceutical
44202,2546,Established,Meat
44203,56,Local,Grocery
44204,56,Local,Grocery
44205,56,Local,Grocery
44206,533,Established,Grocery
44207,56,Local,Grocery
44208,56,Local,Grocery
44209,107,Established,Grocery
44210,56,Local,Grocery
44211,644,Established,Grocery
44212,56,Local,Grocery
44213,1124,Established,Grocery
44214,1307,Established,Grocery
44215,468,Established,Grocery
44216,905,Established,Grocery
44217,1193,Established,Grocery
44218,1,Established,Natural Products
44219,1,Established,Natural Products
44220,905,Established,Grocery
44221,56,Local,Grocery
44222,982,Established,Seafood
44223,56,Local,Grocery
44224,1,Established,Travel
44225,133,Established,Grocery
44226,1124,Established,Grocery
44227,905,Established,Grocery
44228,363,Established,Grocery
44229,56,Local,Grocery
44230,1706,Established,Grocery
44231,4467,Established,Pharmaceutical
44232,1,Established,Natural Products
44233,1375,Established,Grocery
44234,56,Local,Grocery
44235,1486,Established,Grocery
44236,1,Established,Natural Products
44237,967,Established,Grocery
44238,1139,Established,Grocery
44239,1565,Established,Grocery
44240,714,Established,Grocery
44241,56,Local,Natural Products
44242,56,Local,Grocery
44243,278,Established,Grocery
44244,56,Local,Grocery
44245,2547,Established,Meat
44246,4991,Established,"Dairy, Juices & Snacks"
44247,56,Local,Grocery
44248,1,Established,Grocery
44249,946,Established,Grocery
44250,56,Local,Grocery
44251,4795,Established,Natural Products
44252,997,Established,Grocery
44253,56,Local,Grocery
44254,1,Established,Natural Products
44255,853,Established,Grocery
44256,989,Established,Packaged Meat
44257,574,Established,Grocery
44258,1,Established,Natural Products
44259,172,Established,Grocery
44260,1088,Established,Grocery
44261,56,Local,Grocery
44262,984,Established,Packaged Meat
44263,4972,Established,"Dairy, Juices & Snacks"
44264,4700,Established,Grocery
44265,124,Established,Grocery
44266,1,Established,Natural Products
44267,446,Established,Grocery
44268,209,Established,Grocery
44269,124,Established,Grocery
44270,926,Established,Grocery
44271,4972,Established,"Dairy, Juices & Snacks"
44272,777,Established,Grocery
44273,746,Established,Grocery
44274,1,Established,Natural Products
44275,56,Local,Grocery
44276,1,Established,Natural Products
44277,905,Established,Grocery
44278,5088,Established,Grocery
44279,815,Established,Grocery
44280,4972,Established,"Dairy, Juices & Snacks"
44281,56,Local,Packaged Meat
44282,2025,Established,Grocery
44283,1,Established,Natural Products
44284,1,Established,Natural Products
44285,1280,Established,Packaged Meat
44286,690,Established,Natural Products
44287,446,Established,Grocery
44288,3023,Established,Meat
44289,1,Established,Natural Products
44290,1565,Established,Packaged Meat
44291,461,Established,Grocery
44292,56,Local,Grocery
44293,681,Established,Grocery
44294,1546,Established,Grocery
44295,56,Local,Grocery
44296,4007,Established,Meat
44297,1689,Established,Grocery
44298,408,Established,Grocery
44299,89,Established,Grocery
44300,1,Established,Natural Products
44301,56,Local,Grocery
44302,56,Local,Grocery
44303,56,Local,Grocery
44304,56,Local,Grocery
44305,487,Established,Grocery
44306,56,Local,Grocery
44307,56,Local,Grocery
44308,56,Local,Grocery
44309,1124,Established,Grocery
44310,1,Established,Natural Products
44311,686,Established,Grocery
44312,487,Established,Grocery
44313,56,Local,Natural Products
44314,1,Established,Natural Products
44315,1124,Established,Grocery
44316,56,Local,Grocery
44317,782,Established,Grocery
44318,501,Established,Grocery
44319,56,Local,Grocery
44320,5154,Established,"Dairy, Juices & Snacks"
44321,757,Established,Grocery
44322,3658,Established,Meat
44323,56,Local,Grocery
44324,487,Established,Grocery
44325,162,Established,Grocery
44326,1,Established,Natural Products
44327,548,Established,Grocery
44328,162,Established,Grocery
44329,1565,Established,Seafood
44330,1,Established,Natural Products
44331,56,Local,Bakery
44332,56,Local,Grocery
44333,905,Established,Grocery
44334,167,Established,Grocery
44335,56,Local,Grocery
44336,56,Local,Grocery
44337,56,Local,Natural Products
44338,989,Established,Packaged Meat
44339,58,Established,Grocery
44340,137,Established,Grocery
44341,782,Established,Grocery
44342,56,Local,Grocery
44343,278,Established,Grocery
44344,10,Established,"Dairy, Juices & Snacks"
44345,162,Established,Grocery
44346,676,Established,Grocery
44347,989,Established,Packaged Meat
44348,803,Established,Grocery
44349,172,Established,Grocery
44350,4376,Established,Pharmaceutical
44351,2113,Established,Grocery
44352,56,Local,Grocery
44353,971,Established,Grocery
44354,89,Established,Grocery
44355,56,Local,Grocery
44356,869,Local,Grocery
44357,4745,Established,Grocery
44358,1,Established,Bakery
44359,1487,Established,Natural Products
44360,369,Established,Grocery
44361,1,Established,Natural Products
44362,369,Established,Grocery
44363,56,Local,Grocery
44364,619,Established,Pharmaceutical
44365,690,Established,Natural Products
44366,56,Local,Grocery
44367,1143,Established,Grocery
44368,989,Established,Packaged Meat
44369,1088,Established,Grocery
44370,89,Established,Grocery
44371,524,Established,Grocery
44372,278,Established,Grocery
44373,4856,Established,Grocery
44374,4380,Established,Pharmaceutical
44375,89,Established,Grocery
44376,1,Established,Natural Products
44377,2024,Established,Grocery
44378,56,Local,Packaged Meat
44379,278,Established,Grocery
44380,869,Local,Grocery
44381,971,Established,Grocery
44382,816,Local,Grocery
44383,1,Established,Salads
44384,816,Local,Grocery
44385,89,Established,Grocery
44386,4284,Established,Pharmaceutical
44387,816,Local,Grocery
44388,4412,Established,Pharmaceutical
44389,2461,Established,Flowers & Plants
44390,269,Established,Grocery
44391,2412,Established,Pharmaceutical
44392,1065,Established,Grocery
44393,3637,Established,Prepared Food
44394,1,Established,Natural Products
44395,56,Local,Grocery
44396,2969,Established,Seafood
44397,3300,Established,Prepared Food
44398,49,Established,Grocery
44399,1,Established,Natural Products
44400,971,Established,Grocery
44401,58,Established,Grocery
44402,487,Established,Grocery
44403,1,Established,Natural Products
44404,89,Established,Grocery
44405,816,Local,Grocery
44406,1709,Established,Grocery
44407,278,Established,Grocery
44408,360,Established,Grocery
44409,1466,Established,Grocery
44410,56,Local,Grocery
44411,172,Established,Grocery
44412,278,Established,Grocery
44413,971,Established,Grocery
44414,278,Established,Grocery
44415,1,Established,Salads
44416,56,Local,Grocery
44417,4,Local,Flowers & Plants
44418,1088,Established,Grocery
44419,4559,Established,Meat
44420,1124,Established,Grocery
44421,1,Established,Natural Products
44422,278,Established,Grocery
44423,5154,Established,"Dairy, Juices & Snacks"
44424,1013,Established,Grocery
44425,278,Established,Grocery
44426,1124,Established,Grocery
44427,1558,Established,Grocery
44428,3033,Established,Meat
44429,1000,Established,Grocery
44430,5175,Established,Packaged Meat
44431,89,Established,Grocery
44432,1519,Established,Pharmaceutical
44433,4609,Established,Grocery
44434,1587,Established,Grocery
44435,984,Established,Packaged Meat
44436,2113,Established,Grocery
44437,1294,Established,Grocery
44438,560,Established,Pharmaceutical
44439,1041,Established,Pharmaceutical
44440,487,Established,Grocery
44441,56,Local,Grocery
44442,898,Established,Grocery
44443,2113,Established,Grocery
44444,140,Established,"Dairy, Juices & Snacks"
44445,1666,Established,Grocery
44446,634,Established,Grocery
44447,487,Established,Grocery
44448,3291,Established,Prepared Food
44449,816,Local,Bakery
44450,56,Local,Pharmaceutical
44451,487,Established,Grocery
44452,89,Established,Grocery
44453,1689,Established,Grocery
44454,1666,Established,Grocery
44455,1587,Established,Grocery
44456,686,Established,Grocery
44457,896,Established,Grocery
44458,487,Established,Grocery
44459,1065,Established,Grocery
44460,1112,Established,Grocery
44461,1013,Established,Grocery
44462,635,Established,Pharmaceutical
44463,765,Established,Pharmaceutical
44464,387,Established,Grocery
44465,5154,Established,"Dairy, Juices & Snacks"
44466,404,Established,Grocery
44467,967,Established,Grocery
44468,56,Local,Grocery
44469,971,Established,Grocery
44470,133,Established,Grocery
44471,278,Established,Grocery
44472,2076,Established,"Dairy, Juices & Snacks"
44473,1409,Established,Pharmaceutical
44474,56,Local,Meat
44475,1,Established,Natural Products
44476,3327,Established,Prepared Food
44477,816,Local,Grocery
44478,967,Established,Grocery
44479,360,Established,Grocery
44480,1275,Established,Grocery
44481,984,Established,Packaged Meat
44482,4849,Established,"Dairy, Juices & Snacks"
44483,89,Established,Grocery
44484,1143,Established,Grocery
44485,1124,Established,Grocery
44486,4745,Established,Grocery
44487,946,Established,Grocery
44488,1391,Established,Grocery
44489,56,Local,Grocery
44490,522,Established,Grocery
44491,1475,Established,Natural Products
44492,2113,Established,Grocery
44493,971,Established,Grocery
44494,328,Established,Skin & Hair Care
44495,56,Local,Grocery
44496,119,Established,Grocery
44497,3301,Established,Prepared Food
44498,269,Established,Grocery
44499,1,Established,Natural Products
44500,1311,Established,Prepared Food
44501,56,Local,Grocery
44502,2076,Established,"Dairy, Juices & Snacks"
44503,1,Established,Natural Products
44504,989,Established,Packaged Meat
44505,4619,Established,Bakery
44506,56,Local,Grocery
44507,4817,Established,Grocery
44508,5154,Established,"Dairy, Juices & Snacks"
44509,140,Established,"Dairy, Juices & Snacks"
44510,1996,Established,Grocery
44511,56,Local,Grocery
44512,1470,Established,Pharmaceutical
44513,4849,Established,"Dairy, Juices & Snacks"
44514,89,Established,Grocery
44515,458,Established,Grocery
44516,1848,Established,"Dairy, Juices & Snacks"
44517,1,Established,Natural Products
44518,5154,Established,"Dairy, Juices & Snacks"
44519,56,Local,Grocery
44520,278,Established,Grocery
44521,1737,Established,Grocery
44522,3508,Established,Meat
44523,1,Established,Natural Products
44524,4708,Established,Natural Products
44525,2076,Established,"Dairy, Juices & Snacks"
44526,2076,Established,"Dairy, Juices & Snacks"
44527,1,Established,Natural Products
44528,278,Established,Grocery
44529,2076,Established,"Dairy, Juices & Snacks"
44530,1475,Established,Natural Products
44531,4416,Established,Pharmaceutical
44532,278,Established,Grocery
44533,1487,Established,Natural Products
44534,1848,Established,"Dairy, Juices & Snacks"
44535,946,Established,Grocery
44536,5154,Established,"Dairy, Juices & Snacks"
44537,487,Established,Grocery
44538,400,Established,"Dairy, Juices & Snacks"
44539,56,Local,Grocery
44540,1,Established,Natural Products
44541,2076,Established,"Dairy, Juices & Snacks"
44542,1308,Established,Grocery
44543,1682,Established,Grocery
44544,4325,Established,Pharmaceutical
44545,89,Established,Grocery
44546,1134,Established,Grocery
44547,2098,Established,Grocery
44548,2025,Established,Grocery
44549,2025,Established,Grocery
44550,522,Established,Grocery
44551,1,Established,Natural Products
44552,400,Established,"Dairy, Juices & Snacks"
44553,2076,Established,"Dairy, Juices & Snacks"
44554,1,Established,Natural Products
44555,1124,Established,Grocery
44556,3509,Established,Meat
44557,2076,Established,"Dairy, Juices & Snacks"
44558,979,Established,Grocery
44559,56,Local,Pharmaceutical
44560,2164,Established,Grocery
44561,1,Established,Natural Products
44562,56,Local,Pharmaceutical
44563,1235,Established,Grocery
44564,5154,Established,"Dairy, Juices & Snacks"
44565,967,Established,Grocery
44566,816,Local,Grocery
44567,1075,Established,Grocery
44568,101,Established,Pharmaceutical
44569,4433,Established,Pharmaceutical
44570,522,Established,Grocery
44571,2076,Established,"Dairy, Juices & Snacks"
44572,446,Established,Grocery
44573,56,Local,Grocery
44574,4467,Established,Pharmaceutical
44575,446,Established,Grocery
44576,967,Established,Grocery
44577,4745,Established,Grocery
44578,2131,Established,Grocery
44579,1,Established,Natural Products
44580,4478,Established,Grocery
44581,2076,Established,"Dairy, Juices & Snacks"
44582,1375,Established,Grocery
44583,89,Established,Grocery
44584,3029,Established,Meat
44585,2076,Established,"Dairy, Juices & Snacks"
44586,2098,Established,Grocery
44587,167,Established,Grocery
44588,1143,Established,Grocery
44589,816,Local,Grocery
44590,1,Established,Natural Products
44591,115,Established,Grocery
44592,5241,Established,Pharmaceutical
44593,89,Established,Grocery
44594,2011,Established,Packaged Meat
44595,140,Established,"Dairy, Juices & Snacks"
44596,255,Established,Grocery
44597,967,Established,Grocery
44598,362,Established,Grocery
44599,4817,Established,Grocery
44600,4478,Established,Grocery
44601,4730,Established,Prepared Food
44602,1709,Established,Grocery
44603,1862,Established,Grocery
44604,165,Established,Pharmaceutical
44605,967,Established,Grocery
44606,446,Established,Grocery
44607,1294,Established,Grocery
44608,4774,Established,Prepared Food
44609,4708,Established,Natural Products
44610,4730,Established,Prepared Food
44611,3515,Established,Meat
44612,4478,Established,Grocery
44613,3834,Established,Prepared Food
44614,1,Established,Natural Products
44615,1470,Established,Pharmaceutical
44616,4817,Established,Grocery
44617,487,Established,Grocery
44618,1,Established,Natural Products
44619,984,Established,Packaged Meat
44620,1,Established,Natural Products
44621,714,Established,Grocery
44622,1,Established,Salads
44623,2078,Established,Grocery
44624,2086,Established,Pharmaceutical
44625,140,Established,"Dairy, Juices & Snacks"
44626,1,Established,Natural Products
44627,1,Established,Natural Products
44628,1,Established,Natural Products
44629,56,Local,Grocery
44630,487,Established,Grocery
44631,89,Established,Grocery
44632,4795,Established,Natural Products
44633,4416,Established,Pharmaceutical
44634,278,Established,Grocery
44635,714,Established,Grocery
44636,4795,Established,Natural Products
44637,2076,Established,"Dairy, Juices & Snacks"
44638,11,Local,Grocery
44639,140,Established,"Dairy, Juices & Snacks"
44640,487,Established,Grocery
44641,140,Established,"Dairy, Juices & Snacks"
44642,2131,Established,Grocery
44643,1124,Established,Grocery
44644,1075,Established,Grocery
44645,714,Established,Grocery
44646,2086,Established,Pharmaceutical
44647,89,Established,Grocery
44648,475,Established,Grocery
44649,1760,Established,Skin & Hair Care
44650,89,Established,Grocery
44651,56,Local,Skin & Hair Care
44652,56,Local,Bakery
44653,1891,Established,Pharmaceutical
44654,1487,Established,Natural Products
44655,1501,Established,Pharmaceutical
44656,56,Local,Pharmaceutical
44657,89,Established,Grocery
44658,89,Established,Grocery
44659,619,Established,Pharmaceutical
44660,1367,Established,Grocery
44661,56,Local,Skin & Hair Care
44662,1764,Established,Pharmaceutical
44663,328,Established,Skin & Hair Care
44664,4306,Established,Pharmaceutical
44665,1626,Established,Pharmaceutical
44666,644,Established,Pharmaceutical
44667,387,Established,Grocery
44668,183,Established,Pharmaceutical
44669,673,Established,Pharmaceutical
44670,1186,Established,Grocery
44671,4974,Established,Grocery
44672,172,Established,Grocery
44673,1294,Established,Grocery
44674,602,Established,Natural Products
44675,1,Established,Grocery
44676,686,Established,Grocery
44677,56,Local,Grocery
44678,1193,Established,Grocery
44679,387,Established,Grocery
44680,56,Local,Grocery
44681,946,Established,Grocery
44682,1,Established,Natural Products
44683,4412,Established,Pharmaceutical
44684,56,Local,Pharmaceutical
44685,56,Local,Grocery
44686,212,Established,Grocery
44687,1454,Established,Grocery
44688,1,Established,Grocery
44689,623,Established,Grocery
44690,1,Established,Natural Products
44691,56,Local,Grocery
44692,2281,Established,Pharmaceutical
44693,487,Established,Grocery
44694,1,Established,Grocery
44695,989,Established,Packaged Meat
44696,1,Established,Grocery
44697,56,Local,Grocery
44698,1342,Established,Pharmaceutical
44699,56,Local,Grocery
44700,56,Local,Bakery
44701,238,Established,Grocery
44702,5151,Established,Pharmaceutical
44703,56,Local,Grocery
44704,1630,Established,Grocery
44705,619,Established,Pharmaceutical
44706,56,Local,Pharmaceutical
44707,2351,Established,Grocery
44708,278,Established,Grocery
44709,89,Established,Grocery
44710,1124,Established,Grocery
44711,1,Established,Grocery
44712,56,Local,Grocery
44713,1891,Established,Pharmaceutical
44714,56,Local,Skin & Hair Care
44715,56,Local,Natural Products
44716,4,Local,Grocery
44717,2025,Established,Grocery
44718,56,Local,Grocery
44719,56,Local,Pharmaceutical
44720,259,Established,Bakery
44721,351,Established,Grocery
44722,421,Established,Grocery
44723,4102,Established,Meat
44724,686,Established,Pharmaceutical
44725,686,Established,Pharmaceutical
44726,1274,Established,Pharmaceutical
44727,1371,Established,Grocery
44728,56,Local,Bakery
44729,56,Local,Bakery
44730,56,Local,Grocery
44731,56,Local,Grocery
44732,56,Local,Natural Products
44733,56,Local,Packaged Meat
44734,212,Established,Grocery
44735,2917,Established,Seafood
44736,369,Established,Grocery
44737,4345,Established,Pharmaceutical
44738,796,Established,Pharmaceutical
44739,1536,Established,Pharmaceutical
44740,2180,Established,Pharmaceutical
44741,3559,Established,Meat
44742,56,Local,Grocery
44743,56,Local,Grocery
44744,56,Local,Bakery
44745,56,Local,Grocery
44746,56,Local,Grocery
44747,56,Local,Grocery
44748,56,Local,Natural Products
44749,56,Local,Natural Products
44750,56,Local,Packaged Meat
44751,89,Established,Grocery
44752,3292,Established,Prepared Food
44753,487,Established,Grocery
44754,607,Established,Bakery
44755,908,Established,Grocery
44756,1045,Established,Grocery
44757,4807,Established,Pharmaceutical
44758,56,Local,Prepared Food
44759,56,Local,Grocery
44760,56,Local,Grocery
44761,56,Local,Grocery
44762,56,Local,Grocery
44763,56,Local,Grocery
44764,56,Local,Grocery
44765,56,Local,Grocery
44766,56,Local,Grocery
44767,56,Local,Grocery
44768,56,Local,Grocery
44769,56,Local,Grocery
44770,56,Local,Grocery
44771,56,Local,Grocery
44772,56,Local,Grocery
44773,56,Local,Grocery
44774,56,Local,Grocery
44775,56,Local,Grocery
44776,56,Local,Flowers & Plants
44777,56,Local,Packaged Meat
44778,369,Established,Grocery
44779,446,Established,Natural Products
44780,1,Established,Natural Products
44781,686,Established,Grocery
44782,914,Established,Grocery
44783,946,Established,Grocery
44784,1639,Established,Packaged Meat
44785,56,Local,Grocery
44786,56,Local,Grocery
44787,56,Local,Grocery
44788,56,Local,Grocery
44789,56,Local,Natural Products
44790,56,Local,Packaged Meat
44791,3292,Established,Prepared Food
44792,350,Established,Packaged Meat
44793,360,Established,Grocery
44794,3513,Established,Meat
44795,487,Established,Grocery
44796,4225,Established,Packaged Meat
44797,4375,Established,Pharmaceutical
44798,686,Established,Grocery
44799,686,Established,Grocery
44800,939,Established,Grocery
44801,1592,Established,Grocery
44802,5300,Established,Pharmaceutical
44803,56,Local,Grocery
